GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
CATSPER2P1_NR_002318	-2.254524812	1.164677325	7.544921206	0.006017945	0.570699162	NR_002318	CATSPER2P1
GMNN_NM_001251990	1.406933599	2.605695732	7.542888667	0.006024738	0.570699162	NM_001251990	GMNN
MEOX2_NM_005924	3.088721877	2.154821832	7.53547931	0.006049564	0.570699162	NM_005924	MEOX2
ACER2_NM_001010887	-2.991630918	0.350479397	7.522328809	0.006093885	0.570699162	NM_001010887	ACER2
IGFBP2_NM_000597	2.281846269	4.161836448	7.490343904	0.006203071	0.570699162	NM_000597	IGFBP2
NPTX2_NM_002523	3.062007332	0.379757762	7.47337494	0.006261806	0.570699162	NM_002523	NPTX2
IFI30_NM_006332	1.272675071	3.012008392	7.470058583	0.006273351	0.570699162	NM_006332	IFI30
PDE1C_NM_001191059	-1.499476051	3.950863875	7.463933022	0.006294733	0.570699162	NM_001191059	PDE1C
PDE1C_NM_001191057	-1.497013236	3.980430138	7.447859822	0.006351192	0.570699162	NM_001191057	PDE1C
PRPS1_NM_002764	1.303892286	5.820620028	7.443164471	0.006367783	0.570699162	NM_002764	PRPS1
PC_NM_022172	-1.124107933	3.080153893	7.442078672	0.006371626	0.570699162	NM_022172	PC
EDIL3_NM_005711	-2.016348617	4.557425239	7.431579615	0.006408906	0.570699162	NM_005711	EDIL3
PAX8_NM_003466	-2.134457531	0.988292396	7.430189866	0.006413857	0.570699162	NM_003466	PAX8
PC_NM_001040716	-1.116107296	3.111705471	7.427897859	0.006422032	0.570699162	NM_001040716	PC
FAM66E_NR_027424	-1.617074514	1.299234132	7.422310913	0.006442003	0.570699162	NR_027424	FAM66E
SGCA_NM_001135697	-3.168780929	2.101863819	7.421330424	0.006445514	0.570699162	NM_001135697	SGCA
F11R_NM_016946	-2.692616721	-1.113421014	7.418794792	0.006454604	0.570699162	NM_016946	F11R
PC_NM_000920	-1.120208264	3.094264516	7.411910055	0.00647935	0.570699162	NM_000920	PC
PDE1C_NM_005020	-1.513966722	3.899141908	7.398193255	0.006528942	0.570699162	NM_005020	PDE1C
PAX8_NM_013952	-2.12209706	0.970395486	7.390668577	0.006556311	0.570699162	NM_013952	PAX8
PDE1C_NM_001191056	-1.508790594	3.944063526	7.378908884	0.00659932	0.570699162	NM_001191056	PDE1C
C1QTNF3_NM_030945	-2.397631839	1.580903236	7.377925838	0.006602928	0.570699162	NM_030945	C1QTNF3
MMP1_NM_002421	1.775977035	7.522533786	7.375341443	0.006612424	0.570699162	NM_002421	MMP1
C1QTNF3_NM_181435	-2.394687474	1.617635997	7.360520306	0.00666715	0.570699162	NM_181435	C1QTNF3
PDE1C_NM_001191058	-1.504871613	3.824560267	7.360116679	0.006668646	0.570699162	NM_001191058	PDE1C
CERKL_NM_001160277	-1.256705117	2.431449016	7.351782447	0.00669963	0.570699162	NM_001160277	CERKL
CERKL_NM_001030312	-1.256684461	2.431275962	7.351543299	0.006700521	0.570699162	NM_001030312	CERKL
CERKL_NM_001030311	-1.256705113	2.431449019	7.351299131	0.006701431	0.570699162	NM_001030311	CERKL
CERKL_NM_001030313	-1.256684458	2.431275964	7.351136823	0.006702036	0.570699162	NM_001030313	CERKL
CERKL_NR_027690	-1.25649445	2.431366092	7.349601945	0.006707761	0.570699162	NR_027690	CERKL
CERKL_NR_027689	-1.256494448	2.431366093	7.349324086	0.006708797	0.570699162	NR_027689	CERKL
CERKL_NM_201548	-1.256494448	2.431366094	7.34924162	0.006709105	0.570699162	NM_201548	CERKL
EFNB2_NM_004093	-1.432940165	3.551245084	7.339718594	0.00674474	0.571181263	NM_004093	EFNB2
MMP1_NM_001145938	1.764785936	7.447608361	7.328098169	0.006788485	0.571181263	NM_001145938	MMP1
CCL3L1_NM_021006_1	-1.378604999	2.638041265	7.313883428	0.00684239	0.571181263	NM_021006_1	CCL3L1
CCL3L3_NM_001001437_1	-1.378604995	2.638041263	7.313488588	0.006843894	0.571181263	NM_001001437_1	CCL3L3
MRVI1_NM_001098579	2.027834269	2.88080455	7.313413533	0.006844179	0.571181263	NM_001098579	MRVI1
MRVI1_NM_130385	2.030447317	2.883919982	7.310146393	0.006856634	0.571181263	NM_130385	MRVI1
MRVI1_NM_001100163	2.029206622	2.873075233	7.283510654	0.00695904	0.577719907	NM_001100163	MRVI1
MRVI1_NM_001206881	2.02853644	2.847295845	7.26776795	0.007020299	0.578337133	NM_001206881	MRVI1
KRT9_NM_000226	3.032850035	-0.183910805	7.266317416	0.007025971	0.578337133	NM_000226	KRT9
FAM13C_NM_001143773	-2.189261844	0.025709658	7.25759485	0.007060178	0.578337133	NM_001143773	FAM13C
THBD_NM_000361	1.768145992	1.838033665	7.251802581	0.007082988	0.578337133	NM_000361	THBD
TNFRSF10D_NM_003840	-0.934220749	4.287817465	7.246645819	0.007103358	0.578337133	NM_003840	TNFRSF10D
MRVI1_NM_001100167	2.026872592	2.864089294	7.242558112	0.007119547	0.578337133	NM_001100167	MRVI1
PRPS1_NM_001204402	1.313468177	5.232774369	7.236104518	0.007145184	0.578337133	NM_001204402	PRPS1
CCL4L1_NM_001001435_1	-1.377109789	2.634251786	7.226919438	0.007181834	0.578337133	NM_001001435_1	CCL4L1
CCL4L2_NM_207007_1	-1.377109789	2.634251786	7.226894693	0.007181933	0.578337133	NM_207007_1	CCL4L2
CDH4_NM_001794	-1.874235551	1.663140084	7.209003453	0.007253876	0.580742894	NM_001794	CDH4
CLIC2_NM_001289	1.698427454	2.845558531	7.183833651	0.007356336	0.580742894	NM_001289	CLIC2
FAM13C_NM_001001971	-2.205224976	-0.092877093	7.175787259	0.007389401	0.580742894	NM_001001971	FAM13C
MT1L_NR_001447	1.752975861	4.06684118	7.175589056	0.007390218	0.580742894	NR_001447	MT1L
MRVI1_NM_001206880	2.010093208	2.786520508	7.174074846	0.007396458	0.580742894	NM_001206880	MRVI1
NCAM1_NM_001242607	-2.13086803	2.302295174	7.170579881	0.007410882	0.580742894	NM_001242607	NCAM1
ANLN_NM_018685	1.607238421	5.362895301	7.166196332	0.007429013	0.580742894	NM_018685	ANLN
NCAM1_NM_181351	-2.129730254	2.2832524	7.165822828	0.00743056	0.580742894	NM_181351	NCAM1
NCAM1_NM_000615	-2.12801382	2.263734757	7.165141704	0.007433382	0.580742894	NM_000615	NCAM1
CDH4_NM_001252339	-1.874007787	1.627494989	7.157920257	0.007463368	0.580742894	NM_001252339	CDH4
RPL22L1_NM_001099645	0.791367679	5.447231569	7.154829198	0.007476241	0.580742894	NM_001099645	RPL22L1
FAM13C_NM_198215	-2.173929923	0.017949956	7.136885105	0.007551422	0.582943273	NM_198215	FAM13C
PARD6G_NM_032510	-1.767121412	0.872157049	7.122377331	0.007612769	0.582943273	NM_032510	PARD6G
CDH4_NM_001252338	-1.865056669	1.630186778	7.117564637	0.007633233	0.582943273	NM_001252338	CDH4
FAM13C_NM_001166698	-2.15824836	0.045742662	7.109417536	0.007668002	0.582943273	NM_001166698	FAM13C
TGFBR1_NM_004612	-0.95649046	4.980539982	7.109271213	0.007668628	0.582943273	NM_004612	TGFBR1
ERAP2_NM_001130140	1.793526268	2.175931773	7.104937487	0.007687191	0.582943273	NM_001130140	ERAP2
OLFML2B_NM_015441	1.115495433	4.145756663	7.104691058	0.007688247	0.582943273	NM_015441	OLFML2B
SGCA_NM_000023	-3.095684678	2.436160946	7.10250919	0.007697612	0.582943273	NM_000023	SGCA
MICA_NM_000247_3	0.879741919	4.668654156	7.089960023	0.007751698	0.584683488	NM_000247_3	MICA
SYNPO_NM_007286	-0.976375535	3.457916355	7.085965351	0.007768996	0.584683488	NM_007286	SYNPO
TINAGL1_NM_022164	2.500239748	-0.434227919	7.068935115	0.007843186	0.588433793	NM_022164	TINAGL1
ERAP2_NM_022350	1.786392364	2.182709077	7.022637751	0.008048558	0.598166709	NM_022350	ERAP2
DBNDD1_NM_001042610	1.91711472	0.316407574	7.014981276	0.008083048	0.598166709	NM_001042610	DBNDD1
RRM2_NM_001034	1.692475217	4.759693729	7.012501562	0.008094251	0.598166709	NM_001034	RRM2
RRM2_NM_001165931	1.692325591	4.759937484	7.010939671	0.008101315	0.598166709	NM_001165931	RRM2
NEO1_NM_001172624	-0.991532557	4.456785516	7.001789867	0.008142826	0.598166709	NM_001172624	NEO1
NEO1_NM_002499	-0.989682731	4.475206102	6.995571633	0.008171161	0.598166709	NM_002499	NEO1
NEO1_NM_001172623	-0.987216774	4.417438672	6.992214813	0.008186499	0.598166709	NM_001172623	NEO1
TGFBR1_NM_001130916	-0.954047465	4.920083421	6.986856875	0.008211042	0.598166709	NM_001130916	TGFBR1
DBNDD1_NM_024043	1.913800655	0.311665065	6.984026911	0.008224036	0.598166709	NM_024043	DBNDD1
SPAG11A_NM_001081552	-2.025709212	-0.074564735	6.978166731	0.008251009	0.598166709	NM_001081552	SPAG11A
UBE2C_NM_007019	1.778043089	3.791598965	6.976328561	0.008259488	0.598166709	NM_007019	UBE2C
FZD7_NM_003507	-0.933341766	4.336117522	6.974043323	0.008270042	0.598166709	NM_003507	FZD7
MT1F_NM_005949	1.708157258	3.279352788	6.931551146	0.008468821	0.61043406	NM_005949	MT1F
MT1G_NM_005950	1.71311255	3.22843819	6.922657448	0.008511041	0.61043406	NM_005950	MT1G
MICA_NM_001177519_4	0.88276423	4.504347937	6.921730868	0.008515452	0.61043406	NM_001177519_4	MICA
CCL3L3_NM_001001437	-1.469730538	2.13301832	6.900190249	0.008618658	0.611306014	NM_001001437	CCL3L3
CCL3L1_NM_021006	-1.469730533	2.133018317	6.899826163	0.008620413	0.611306014	NM_021006	CCL3L1
UBE2C_NM_181799	1.786643482	3.486370896	6.897458891	0.008631835	0.611306014	NM_181799	UBE2C
H19_NR_002196	-2.868784255	0.389013529	6.890460191	0.008665696	0.611306014	NR_002196	H19
TINAGL1_NM_001204415	2.508420856	-0.556996283	6.881540651	0.008709046	0.611306014	NM_001204415	TINAGL1
MXRA5_NM_015419	-1.437391546	7.224616966	6.879396031	0.008719502	0.611306014	NM_015419	MXRA5
IGF1_NM_001111283	-3.214587316	-0.435913457	6.870311387	0.008763938	0.611306014	NM_001111283	IGF1
CCL4L1_NM_001001435	-1.468706784	2.132361507	6.860327004	0.008813042	0.611306014	NM_001001435	CCL4L1
CCL4L2_NM_207007	-1.468706777	2.132361503	6.859869816	0.008815297	0.611306014	NM_207007	CCL4L2
TFPI2_NM_006528	2.07037111	3.295174372	6.859385471	0.008817687	0.611306014	NM_006528	TFPI2
MGP_NM_001190839	-2.542811692	2.060192826	6.858688657	0.008821126	0.611306014	NM_001190839	MGP
RAB39B_NM_171998	1.819000598	1.217779523	6.85584638	0.008835169	0.611306014	NM_171998	RAB39B
UBE2C_NM_181801	1.755991695	3.772472226	6.851523144	0.008856574	0.611306014	NM_181801	UBE2C
UBE2C_NM_181800	1.776710706	3.5573378	6.842018497	0.008903818	0.611873683	NM_181800	UBE2C
MGP_NM_000900	-2.568874136	1.841619999	6.839685388	0.008915454	0.611873683	NM_000900	MGP
RRN3P1_NR_003370	-1.012165951	6.838949684	6.826189498	0.008983071	0.61476778	NR_003370	RRN3P1
CDH10_NM_006727	-3.134852999	-0.779204781	6.819888983	0.009014817	0.615197609	NM_006727	CDH10
DCHS1_NM_003737	-1.291806746	3.821261462	6.812081706	0.009054315	0.616152514	NM_003737	DCHS1
DNAJC9_NM_015190	1.43742534	3.273426553	6.785125763	0.009192055	0.623768746	NM_015190	DNAJC9
NCAM1_NM_001076682	-2.095467131	1.542029258	6.764470649	0.00929905	0.627695182	NM_001076682	NCAM1
FGFR2_NM_022970	-2.557855501	1.357880863	6.752426331	0.009362029	0.627695182	NM_022970	FGFR2
ADD2_NM_017482	-2.834221693	-0.084841485	6.749516829	0.009377308	0.627695182	NM_017482	ADD2
IGF1_NM_000618	-3.189393485	-0.495876437	6.745762849	0.009397059	0.627695182	NM_000618	IGF1
UBE2C_NM_181802	1.748023558	3.71244188	6.742560737	0.00941394	0.627695182	NM_181802	UBE2C
FGFR2_NM_000141	-2.552942464	1.387664241	6.741807286	0.009417917	0.627695182	NM_000141	FGFR2
TINAGL1_NM_001204414	2.460162043	-0.551040487	6.73917998	0.009431797	0.627695182	NM_001204414	TINAGL1
SIX1_NM_005982	-1.539301968	1.550281705	6.716021942	0.009555052	0.634150958	NM_005982	SIX1
USP32P2_NR_003554	-2.278282765	0.262590009	6.711063739	0.009581655	0.634174315	NR_003554	USP32P2
IGF1_NM_001111284	-3.22432875	-0.567581077	6.679202393	0.009754426	0.643845437	NM_001111284	IGF1
KLF2_NM_016270	1.339611586	3.47236248	6.669691673	0.009806615	0.64552646	NM_016270	KLF2
FGFR2_NM_001144917	-2.561851895	1.27289754	6.66402929	0.009837823	0.64582098	NM_001144917	FGFR2
PRR15_NM_175887	-2.219698983	0.109880618	6.650042722	0.009915345	0.649146063	NM_175887	PRR15
UBE2C_NM_181803	1.791553684	2.982062232	6.643158801	0.009953729	0.649897808	NM_181803	UBE2C
MICA_NR_036523	0.861131141	4.487719021	6.628391648	0.010036585	0.650600747	NR_036523	MICA
MICA_NR_036524_1	0.861836013	4.468548742	6.622077534	0.010072228	0.650600747	NR_036524_1	MICA
SERPINB6_NM_001195291	0.876477476	6.008903285	6.620770232	0.010079623	0.650600747	NM_001195291	SERPINB6
MT1H_NM_005951	1.636260914	2.901513671	6.619142731	0.010088838	0.650600747	NM_005951	MT1H
ZWINT_NM_007057	1.508652522	3.490142662	6.617323267	0.010099151	0.650600747	NM_007057	ZWINT
COL4A1_NM_001845	1.738210039	6.155471047	6.605627561	0.010165697	0.652321561	NM_001845	COL4A1
ADD2_NM_001185055	-2.815686614	-0.176294821	6.599355714	0.010201568	0.652321561	NM_001185055	ADD2
SERPINB6_NM_004568	0.873205543	5.968110954	6.598430641	0.010206869	0.652321561	NM_004568	SERPINB6
ZWINT_NM_001005413	1.504831128	3.415941164	6.552240967	0.010475214	0.665966817	NM_001005413	ZWINT
MT1JP_NR_036677	1.494756149	4.26342553	6.550994645	0.010482554	0.665966817	NR_036677	MT1JP
ZWINT_NM_032997	1.502545877	3.426357109	6.547514528	0.010503078	0.665966817	NM_032997	ZWINT
MTSS1_NM_014751	2.132389374	0.508939684	6.542546808	0.010532446	0.666080713	NM_014751	MTSS1
NCAM1_NM_001242608	-2.098953949	1.533466129	6.506602514	0.010747466	0.677904131	NM_001242608	NCAM1
OTOA_NM_170664	-1.020230868	7.484551643	6.498495337	0.010796582	0.679228749	NM_170664	OTOA
PAX8_NM_013953	-2.03477722	0.766161875	6.486470771	0.010869857	0.680005762	NM_013953	PAX8
MLF1IP_NM_024629	1.526417926	3.208258723	6.4856179	0.010875073	0.680005762	NM_024629	MLF1IP
FGFR2_NM_001144914	-2.539536844	1.197386971	6.482628398	0.010893378	0.680005762	NM_001144914	FGFR2
CDK1_NM_001170407	1.873099109	1.977561867	6.476426575	0.010931454	0.680623865	NM_001170407	CDK1
MT1A_NM_005946	1.751577523	3.932172121	6.471088445	0.010964336	0.680916275	NM_005946	MT1A
MT1B_NM_005947	1.742995137	3.724001412	6.460753421	0.011028287	0.682153954	NM_005947	MT1B
NCAPG_NM_022346	1.641233628	3.733834267	6.454893642	0.011064717	0.682153954	NM_022346	NCAPG
NPLOC4_NM_017921	1.098710223	6.433623209	6.454209627	0.011068977	0.682153954	NM_017921	NPLOC4
IL1RL1_NM_016232	3.013300599	0.11386756	6.445706157	0.011122082	0.683682614	NM_016232	IL1RL1
MT1DP_NR_027781	1.759449042	3.912385826	6.42359076	0.011261424	0.688751374	NR_027781	MT1DP
MT1DP_NR_003658	1.759449042	3.912368715	6.423569069	0.011261561	0.688751374	NR_003658	MT1DP
ODZ2_NM_001122679	-1.119804121	5.592265564	6.409345573	0.011352125	0.69244642	NM_001122679	ODZ2
SLC7A14_NM_020949	1.715793671	1.541422376	6.404055846	0.011385996	0.69244642	NM_020949	SLC7A14
GPAT2_NM_207328	-2.112049329	1.031181944	6.40063313	0.011407967	0.69244642	NM_207328	GPAT2
LAMC2_NM_018891	1.850105961	0.548285846	6.384051745	0.011515026	0.695839843	NM_018891	LAMC2
NIPAL3_NM_020448	1.101031885	5.14241216	6.364683282	0.011641387	0.695839843	NM_020448	NIPAL3
FGFR2_NM_001144918	-2.528222901	1.279757353	6.361967959	0.011659216	0.695839843	NM_001144918	FGFR2
MELK_NR_046337	1.395533161	3.874765329	6.355795298	0.011699849	0.695839843	NR_046337	MELK
RAB8A_NM_005370	0.847158679	5.385865265	6.354074852	0.0117112	0.695839843	NM_005370	RAB8A
FGFR2_NM_001144913	-2.570613651	0.807288477	6.345007778	0.011771209	0.695839843	NM_001144913	FGFR2
USP53_NM_019050	-0.857269124	4.090960364	6.344657706	0.011773533	0.695839843	NM_019050	USP53
MT1M_NM_176870	1.386195157	4.440410894	6.343155288	0.011783509	0.695839843	NM_176870	MT1M
OTOA_NM_001161683	-1.020480252	7.82171006	6.340289899	0.011802559	0.695839843	NM_001161683	OTOA
CKS2_NM_001827	1.240182496	3.632653238	6.337629849	0.011820272	0.695839843	NM_001827	CKS2
SERPINE1_NM_000602	1.342947644	8.918913468	6.336413244	0.011828383	0.695839843	NM_000602	SERPINE1
SERPINE1_NM_001165413	1.343385158	8.937699548	6.33407714	0.011843973	0.695839843	NM_001165413	SERPINE1
PDK2_NM_001199898	-0.991145779	4.566314382	6.332108379	0.011857127	0.695839843	NM_001199898	PDK2
MELK_NM_001256689	1.395072549	3.838245984	6.330613573	0.011867125	0.695839843	NM_001256689	MELK
MELK_NM_001256693	1.399677623	3.796448027	6.32138145	0.011929066	0.697778146	NM_001256693	MELK
MELK_NM_014791	1.391637295	3.877776424	6.313340117	0.011983288	0.699256672	NM_014791	MELK
LOC100132247_NM_001135865	-1.15071571	2.882183215	6.2922035	0.012127019	0.705938642	NM_001135865	LOC100132247
FAM90A5_NM_001164455	-1.566514377	1.211879506	6.284625252	0.012178983	0.707259294	NM_001164455	FAM90A5
FGFR2_NM_001144916	-2.53459389	1.210264948	6.258110867	0.012362596	0.71378169	NM_001144916	FGFR2
OTOA_NM_144672	-1.020853718	8.044238173	6.256116134	0.012376524	0.71378169	NM_144672	OTOA
MELK_NM_001256690	1.396184355	3.766551048	6.252194418	0.012403955	0.71378169	NM_001256690	MELK
CCNA2_NM_001237	1.164118926	4.516413444	6.251319696	0.012410081	0.71378169	NM_001237	CCNA2
MELK_NM_001256685	1.391341135	3.79788749	6.242825112	0.012469741	0.71378169	NM_001256685	MELK
FGFR2_NM_001144915	-2.532600854	1.147030311	6.238079687	0.012503197	0.71378169	NM_001144915	FGFR2
CLSPN_NM_001190481	1.8305524	2.203723476	6.235388032	0.012522215	0.71378169	NM_001190481	CLSPN
IL1RL1_NM_003856	2.845431771	0.715474873	6.232882201	0.012539947	0.71378169	NM_003856	IL1RL1
APOBEC3B_NM_004900	1.208187248	4.437241556	6.22681646	0.012582976	0.71378169	NM_004900	APOBEC3B
CLSPN_NM_022111	1.830175334	2.25046171	6.22530286	0.012593737	0.71378169	NM_022111	CLSPN
PAX8_NM_013992	-2.046878797	0.623998594	6.221097747	0.012623682	0.71378169	NM_013992	PAX8
KALRN_NM_001024660	-1.608946605	1.032176325	6.217990688	0.012645855	0.71378169	NM_001024660	KALRN
MELK_NM_001256692	1.396764114	3.726268083	6.211773623	0.012690342	0.71434421	NM_001256692	MELK
MELK_NM_001256687	1.388834506	3.809868186	6.208342862	0.01271496	0.71434421	NM_001256687	MELK
MELK_NM_001256691	1.392354017	3.768404798	6.193667512	0.012820822	0.718620441	NM_001256691	MELK
SH2B1_NM_001145797	-0.940724173	4.504987445	6.147728614	0.013158099	0.733217017	NM_001145797	SH2B1
SH2B1_NM_001145812	-0.941638795	4.503091617	6.147216709	0.013161908	0.733217017	NM_001145812	SH2B1
SH2B1_NM_001145796	-0.942120637	4.502532389	6.145822303	0.01317229	0.733217017	NM_001145796	SH2B1
SERPINE2_NM_001136530	-1.295347071	10.59727081	6.13431526	0.013258288	0.734980076	NM_001136530	SERPINE2
GDPD5_NM_030792	-1.039670072	3.06325517	6.12633253	0.013318286	0.734980076	NM_030792	GDPD5
SEC31B_NM_015490	-2.135299072	-0.485500319	6.125451197	0.013324928	0.734980076	NM_015490	SEC31B
SERPINE2_NM_006216	-1.294936604	10.61502959	6.122129366	0.013349989	0.734980076	NM_006216	SERPINE2
SERPINE2_NM_001136528	-1.29495692	10.61477829	6.121322654	0.013356083	0.734980076	NM_001136528	SERPINE2
CDK1_NM_001170406	1.850852473	1.805897996	6.114801145	0.013405449	0.736020105	NM_001170406	CDK1
DMKN_NM_033317	1.490308183	3.221808909	6.103612008	0.013490586	0.737606835	NM_033317	DMKN
SVIL_NM_021738	1.031332916	4.837121776	6.102979645	0.013495414	0.737606835	NM_021738	SVIL
PLXDC2_NM_032812	-3.087299463	2.793018226	6.093644745	0.013566894	0.739839802	NM_032812	PLXDC2
SH2B1_NM_001145795	-0.931939129	4.374125741	6.084737919	0.013635459	0.74097091	NM_001145795	SH2B1
PLXNC1_NM_005761	1.555036073	3.461349177	6.082986995	0.01364898	0.74097091	NM_005761	PLXNC1
MELK_NM_001256688	1.384005121	3.748804935	6.07753168	0.013691194	0.741596105	NM_001256688	MELK
COL12A1_NM_004370	-1.048860935	9.816668107	6.068324233	0.013762747	0.743804148	NM_004370	COL12A1
FXYD1_NM_005031	1.594919903	1.431276849	6.043282175	0.013959308	0.750365139	NM_005031	FXYD1
MITF_NM_001184967	1.655286887	1.096571553	6.037219614	0.014007328	0.750365139	NM_001184967	MITF
COL12A1_NM_080645	-1.03119034	9.512641667	6.033836814	0.014034195	0.750365139	NM_080645	COL12A1
MITF_NM_006722	1.655039646	1.096461765	6.033585033	0.014036197	0.750365139	NM_006722	MITF
TTN_NM_133378	-1.310377532	1.82659569	6.025356292	0.014101785	0.750365139	NM_133378	TTN
BASP1_NM_006317	1.099800852	6.248133128	6.020735364	0.014138754	0.750365139	NM_006317	BASP1
FGFR2_NM_001144919	-2.536329338	0.807481674	6.019370673	0.014149691	0.750365139	NM_001144919	FGFR2
MITF_NM_198177	1.652813255	1.094919042	6.017597609	0.014163915	0.750365139	NM_198177	MITF
PEAR1_NM_001080471	1.574814219	2.67111574	6.013123474	0.01419987	0.750365139	NM_001080471	PEAR1
TTN_NM_133437	-1.310522622	1.80935096	6.007444521	0.014245644	0.750365139	NM_133437	TTN
TTN_NM_133432	-1.310363766	1.809282102	6.006143192	0.014256154	0.750365139	NM_133432	TTN
TTN_NM_003319	-1.310363764	1.809282103	6.006053932	0.014256876	0.750365139	NM_003319	TTN
FAIM2_NM_012306	-1.639930733	1.165632622	5.988061698	0.01440302	0.754224601	NM_012306	FAIM2
MITF_NM_198159	1.645456874	1.121460418	5.986744893	0.014413777	0.754224601	NM_198159	MITF
PODXL_NM_001018111	1.886747463	4.762456476	5.982879181	0.014445402	0.754224601	NM_001018111	PODXL
PODXL_NM_005397	1.885512083	4.740004128	5.975751822	0.014503897	0.754224601	NM_005397	PODXL
PLEKHA4_NM_020904	1.298589539	5.214576553	5.975428518	0.014506556	0.754224601	NM_020904	PLEKHA4
CDCA3_NM_031299	1.483753267	2.859145373	5.969839596	0.014552605	0.754224601	NM_031299	CDCA3
TRIL_NM_014817	-2.466277058	1.895856705	5.967424843	0.014572547	0.754224601	NM_014817	TRIL
CGB2_NM_033378	2.588074604	0.878594545	5.960570559	0.014629306	0.754224601	NM_033378	CGB2
DMKN_NM_001190347	1.469792064	3.270731014	5.959608027	0.014637295	0.754224601	NM_001190347	DMKN
ADK_NM_001123	0.771843166	4.959143278	5.958992041	0.01464241	0.754224601	NM_001123	ADK
LMOD1_NM_012134	1.805817807	4.35922126	5.954765851	0.014677552	0.754426182	NM_012134	LMOD1
CATSPER2_NM_054020	-0.711011061	5.631617044	5.927640685	0.014905185	0.760644429	NM_054020	CATSPER2
CATSPER2_NM_172095	-0.711011061	5.631617045	5.92740304	0.014907195	0.760644429	NM_172095	CATSPER2
PLEKHA4_NM_001161354	1.294588619	4.993360002	5.926416906	0.01491554	0.760644429	NM_001161354	PLEKHA4
SH2B1_NM_015503	-0.913763015	4.433468544	5.925361672	0.014924475	0.760644429	NM_015503	SH2B1
B4GALT1_NM_001497	-0.793469371	6.827319497	5.907411221	0.015077313	0.766816268	NM_001497	B4GALT1
CGB_NM_000737	2.385791771	0.874699088	5.900129638	0.01513977	0.767320973	NM_000737	CGB
ADK_NM_001202449	0.768016744	4.861812852	5.895220136	0.015182032	0.767320973	NM_001202449	ADK
