	logFC	logCPM	LR	PValue	FDR
HAPLN3_NM_178232	2.090335262	2.893338106	7.687263079	0.00556119	0.410847788
BAG2_NM_004282	-0.911352704	4.997743698	7.67180966	0.005609018	0.413117822
TLR4_NM_003266	-2.277319843	1.46031723	7.652175709	0.005670389	0.414337175
AFG3L1P_NR_003228	1.56058942	1.772058143	7.64923158	0.005679651	0.414337175
ITGA4_NM_000885	-0.86461324	5.462966737	7.645672773	0.005690867	0.414337175
TLR4_NR_024168	-2.277048177	1.460162132	7.64462362	0.005694178	0.414337175
TLR4_NM_138554	-2.280989751	1.430360955	7.62764287	0.005748038	0.416519778
EPHB2_NM_017449	-1.757457207	1.708350106	7.619043886	0.00577551	0.416519778
EPHB2_NM_004442	-1.757608103	1.708524933	7.614964544	0.00578859	0.416519778
SERPINB9_NM_004155	-1.809038197	1.123269389	7.613547983	0.005793139	0.416519778
GALNT12_NM_024642	-1.874819388	0.871823941	7.576665573	0.005912872	0.423866932
SLC29A1_NM_001078175	1.407306201	2.866623397	7.567785402	0.005942075	0.424561943
FANCI_NM_001113378	1.375970947	4.21106057	7.56304765	0.005957716	0.424561943
DDX43_NM_018665	3.65644542	-0.887347309	7.551630204	0.005995581	0.426003663
SLC29A1_NM_001078177	1.404804379	2.86932968	7.539876951	0.006034816	0.427534001
MDK_NM_001012333	-1.191487401	3.976365362	7.524417685	0.006086823	0.429957493
MDK_NM_002391	-1.19049223	3.974139619	7.51705009	0.006111769	0.43046095
TLR4_NM_138557	-2.280381439	1.368628975	7.504926597	0.006153045	0.431228724
TLR4_NR_024169	-2.28009182	1.368463815	7.503368461	0.00615837	0.431228724
CLEC2A_NM_001130711	3.298247619	0.803418664	7.493500645	0.006192207	0.432344871
TRHDE_NM_013381	-3.002165168	0.234427763	7.484658168	0.006222688	0.433221035
FANCI_NM_018193	1.370622233	4.160840659	7.478436102	0.006244228	0.433471466
TCF19_NM_007109_2	1.753092075	3.678624304	7.47008544	0.006273257	0.433989783
COL6A3_NM_057165	1.133411715	8.024569017	7.465219713	0.006290235	0.433989783
MASP1_NR_033519	-1.575997262	5.470884183	7.460099967	0.00630815	0.433989783
MASP1_NM_139125	-1.569530434	5.586165818	7.455709918	0.006323553	0.433989783
TOP2A_NM_001067	1.716824515	5.757391256	7.450438958	0.006342098	0.434029474
PLA2G4A_NM_024420	1.729170953	1.797313282	7.422961146	0.006439675	0.439462347
COL6A3_NM_057164	1.133557606	7.921064613	7.410825347	0.006483257	0.440241815
MDK_NM_001012334	-1.185406263	3.935919385	7.409636243	0.006487544	0.440241815
FOSB_NM_006732	2.150647127	0.668101951	7.381984412	0.006588044	0.445462101
TCF19_NM_001077511_4	1.745119406	3.626979834	7.378355437	0.006601351	0.445462101
TSHZ2_NM_001193421	-1.530063578	3.021227571	7.340739421	0.006740911	0.452591858
WNT5B_NM_030775	1.173465636	5.190450583	7.335738572	0.00675969	0.452591858
WNT5B_NM_032642	1.173320447	5.19063882	7.334802399	0.006763211	0.452591858
KIF26B_NM_018012	-1.160814709	3.048470966	7.311235928	0.006852478	0.4572988
SVIL_NM_021738	1.130259076	4.837121776	7.300295811	0.006894326	0.45778666
NCKAP5_NM_207481	2.341371739	0.104637323	7.295042062	0.006914515	0.45778666
TSHZ2_NM_173485	-1.518511006	3.066805117	7.289680786	0.00693518	0.45778666
SLC29A1_NM_001078176	1.380637319	2.80925658	7.289575222	0.006935587	0.45778666
GDPD5_NM_030792	-1.135287615	3.06325517	7.276878144	0.006984782	0.459777571
RNASET2_NM_003730	1.179467843	3.886530917	7.263020621	0.00703888	0.462079537
SLC29A1_NM_004955	1.372326409	2.808420878	7.219414579	0.007211922	0.470884039
SLC29A1_NM_001078174	1.372568011	2.808547383	7.219399416	0.007211983	0.470884039
ACER2_NM_001010887	-2.919504184	0.350479397	7.207264124	0.007260909	0.471349097
NEDD9_NM_001142393	1.525845684	3.532396199	7.205461075	0.007268207	0.471349097
NEDD9_NM_006403	1.521263385	3.577367203	7.203133612	0.007277639	0.471349097
MASP1_NM_001879	-1.57450376	4.725912413	7.194936618	0.007310957	0.472223093
CSTA_NM_005213	-2.415163654	0.738979636	7.190212854	0.007330228	0.472223093
PRUNE2_NM_015225	-1.674467604	3.530043294	7.173053576	0.00740067	0.475493035
HTRA1_NM_002775	1.002229542	8.578028137	7.140284401	0.00753712	0.482975481
CARD6_NM_032587	-1.324467102	2.156618586	7.116064681	0.007639622	0.488248643
KCNK15_NM_022358	1.865293732	2.636839478	7.105589135	0.007684396	0.48981438
FOSB_NM_001114171	2.161403582	0.485358172	7.086918121	0.007764866	0.491729658
CDK1_NM_033379	1.733396599	3.350606416	7.086588933	0.007766293	0.491729658
ENPP2_NR_045555	1.171526906	6.949143455	7.078264429	0.007802455	0.491729658
TMEM200A_NM_052913	-1.007763972	3.893968516	7.072788834	0.007826334	0.491729658
FIBIN_NM_203371	-1.2820037	3.739364163	7.065798463	0.007856929	0.491729658
COL6A2_NM_058175	1.2742414	11.51169884	7.064279471	0.007863593	0.491729658
COL6A2_NM_058174	1.274027285	11.51118545	7.063768379	0.007865837	0.491729658
SVIL_NM_003174	1.110843316	4.760138567	7.060913459	0.007878382	0.491729658
GALNTL1_NM_020692	1.693806018	3.048174472	7.056540444	0.007897637	0.491729658
PRKG2_NM_006259	-1.842679564	0.976308388	7.044211088	0.007952184	0.491886502
GALNTL1_NM_001168368	1.69294637	3.163256925	7.042238403	0.007960948	0.491886502
UBE2C_NM_007019	1.786940187	3.791598965	7.042172734	0.007961239	0.491886502
CLU_NM_001831	-1.802480089	6.750425264	7.029160222	0.008019295	0.492031435
CLU_NR_038335	-1.80238105	6.751089841	7.029055855	0.008019762	0.492031435
CLU_NR_045494	-1.802219715	6.750881547	7.0275821	0.008026365	0.492031435
MN1_NM_002430	-0.983105283	4.717066052	7.023417442	0.008045054	0.492031435
COL9A2_NM_001852	1.999479107	1.238102268	7.01263056	0.008093667	0.493754586
UBE2C_NM_181799	1.800446789	3.486370896	6.998091536	0.008159666	0.494805618
SORBS2_NM_003603	2.142648591	1.554937477	6.996697039	0.008166025	0.494805618
UBE2C_NM_181800	1.797723801	3.5573378	6.995312905	0.008172342	0.494805618
COL6A2_NM_001849	1.270744568	11.64017483	6.990752527	0.00819319	0.494827708
SORBS2_NM_001145671	2.144363812	1.572989413	6.973452908	0.008272771	0.497016707
IGF2BP1_NM_006546	-2.10417964	1.332009423	6.968720838	0.008294677	0.497016707
HMCN1_NM_031935	1.205453523	4.814822061	6.96686269	0.008303295	0.497016707
PPP1R3C_NM_005398	-1.111972983	5.568360437	6.962585	0.00832317	0.497016707
USP53_NM_019050	-0.898539293	4.090960364	6.960622756	0.008332303	0.497016707
CDK1_NM_001786	1.719392356	3.553232386	6.95537137	0.008356795	0.497249889
SORBS2_NM_001145673	2.123897687	1.562524691	6.940922463	0.008424566	0.50005075
SORBS2_NM_001145670	2.149864632	1.499269213	6.922644604	0.008511102	0.503235037
PREX1_NM_020820	1.500487277	2.887521736	6.920802249	0.008519875	0.503235037
DDIT4L_NM_145244	-1.998256785	1.195357156	6.912201803	0.008560951	0.504427917
UBE2C_NM_181801	1.763102737	3.772472226	6.90386406	0.008600966	0.505552616
UBE2C_NM_181802	1.769036828	3.71244188	6.896412432	0.00863689	0.506431993
SORBS2_NM_001145672	2.132205742	1.507164295	6.880422899	0.008714494	0.509276774
NCAPH_NM_015341	1.769627225	2.497152095	6.877743562	0.008727568	0.509276774
UBE2C_NM_181803	1.822208561	2.982062232	6.858723844	0.008820953	0.513485717
NGEF_NM_019850	-2.858938818	-0.063238363	6.827686926	0.008975543	0.521228749
SORBS2_NM_021069	2.118270858	1.519458901	6.817848121	0.009025125	0.52285125
CDH8_NM_001796	-2.558286982	0.592089454	6.795054816	0.009141072	0.527791527
MASP1_NM_001031849	-1.529856101	4.610099509	6.79251296	0.009154096	0.527791527
NDUFA4L2_NM_020142	1.67549535	2.360040909	6.787154627	0.009181614	0.528117689
MYBL2_NM_002466	1.615451066	3.958240595	6.779241239	0.009222409	0.529204147
TRIL_NM_014817	-2.646685918	1.895856705	6.774864641	0.00924505	0.529246263
SOD3_NM_003102	1.24750949	3.692616036	6.76645886	0.009288696	0.530308063
ENPP2_NM_006209	1.171190272	7.57803705	6.755373319	0.009346579	0.530308063
PDE3A_NM_000921	2.315121334	1.361308008	6.752348807	0.009362435	0.530308063
SERINC2_NM_001199039	-1.088788521	3.922689331	6.752232395	0.009363046	0.530308063
PDE3A_NM_001244683	2.326063187	1.302183896	6.750268773	0.009373356	0.530308063
NGEF_NM_001114090	-2.842063542	-0.040333075	6.74118956	0.009421178	0.531768288
CENPO_NM_024322	1.116242633	3.928461623	6.732119626	0.009469201	0.532046625
ENPP2_NM_001040092	1.165976058	7.533788921	6.731939591	0.009470157	0.532046625
SERINC2_NM_178865	-1.09086672	3.8972089	6.7166021	0.009551944	0.533046663
LOC100288181_NR_038925	1.873643622	1.438060942	6.714478532	0.009563325	0.533046663
SERINC2_NM_018565	-1.090576855	3.896003428	6.714339229	0.009564072	0.533046663
IGF2BP1_NM_001160423	-2.089757661	1.214268792	6.711054019	0.009581707	0.533046663
ENPP2_NM_001130863	1.165473341	7.561132286	6.704422818	0.009617406	0.533046663
TACC3_NM_006342	1.594868979	4.347806243	6.701930023	0.009630861	0.533046663
DSP_NM_004415	0.968375461	5.492409042	6.699792707	0.009642412	0.533046663
FZD1_NM_003505	1.016316864	3.66914093	6.69562273	0.00966499	0.533074975
SERINC2_NM_001199037	-1.091886404	3.870892449	6.681891832	0.00973972	0.535365231
SERINC2_NM_001199038	-1.091155565	3.871123647	6.679858544	0.009750836	0.535365231
PPAP2A_NM_176895	-0.951887181	5.659905161	6.664530184	0.009835058	0.538764923
SERPINE1_NM_000602	1.377368537	8.918913468	6.65384912	0.009894186	0.540695026
SERPINE1_NM_001165413	1.377443065	8.937699548	6.647903258	0.009927258	0.540695026
TRIM61_NM_001012414	2.106375388	0.02698553	6.638965701	0.009977184	0.540695026
BDNF_NM_170733	-1.540848815	2.423274968	6.637290918	0.009986568	0.540695026
NCAPG2_NM_017760	1.279605299	4.002830178	6.635780235	0.009995041	0.540695026
SRD5A2_NM_000348	-3.674142827	0.343403492	6.624179077	0.01006035	0.540695026
PPAP2A_NM_003711	-0.951963422	5.761111391	6.623489849	0.010064244	0.540695026
SEMA7A_NM_001146029	1.279048283	4.769268513	6.620300559	0.010082282	0.540695026
BDNF_NM_001143810	-1.524171561	2.47079915	6.612279963	0.010127791	0.540695026
BDNF_NM_001709	-1.528699247	2.472429098	6.607682383	0.010153973	0.540695026
SEMA7A_NM_003612	1.276056042	4.825415464	6.607386406	0.010155661	0.540695026
SEMA7A_NM_001146030	1.276497201	4.815762128	6.606178334	0.010162553	0.540695026
BDNF_NM_001143813	-1.531840874	2.461820175	6.602080462	0.010185968	0.540695026
COL6A3_NM_057166	1.215270793	10.27279933	6.598713135	0.01020525	0.540695026
SAMD11_NM_152486	-1.283551	3.430409462	6.598579526	0.010206016	0.540695026
BDNF_NM_001143811	-1.514970345	2.542588535	6.586013489	0.010278308	0.542655473
SNORD50B_NR_003044	-1.24938646	4.363901536	6.584345017	0.010287946	0.542655473
BDNF_NM_001143814	-1.519571954	2.54423607	6.576986775	0.010330563	0.543343315
BDNF_NM_001143816	-1.521360697	2.459173425	6.568296281	0.010381128	0.543343315
ZNF367_NM_153695	1.853514893	1.899223673	6.565482493	0.010397554	0.543343315
COL6A3_NM_057167	1.210956025	10.32964003	6.555665324	0.010455074	0.543343315
RGS7_NM_002924	2.543573882	1.088806757	6.555250665	0.010457511	0.543343315
COL6A3_NM_004369	1.211099703	10.34035501	6.549023431	0.010494174	0.543343315
EXO1_NM_130398	1.901970422	1.807989471	6.548846033	0.010495221	0.543343315
BDNF_NM_001143808	-1.535318882	2.395391128	6.542770112	0.010531124	0.543343315
BDNF_NM_001143809	-1.535318887	2.395391129	6.542655283	0.010531804	0.543343315
BUB1B_NM_001211	1.575190958	3.26171715	6.540445976	0.010544891	0.543343315
BDNF_NM_001143812	-1.534716997	2.395703909	6.538263249	0.010557837	0.543343315
BDNF_NM_170734	-1.528800516	2.446573814	6.536066721	0.010570882	0.543343315
LAMC2_NM_005562	1.66415039	1.331521386	6.520408215	0.010664352	0.54698391
BDNF_NM_170735	-1.530757819	2.384320628	6.50490731	0.010757717	0.550603669
MYO10_NM_012334	0.876335098	5.162991593	6.475716126	0.010935824	0.553542949
BDNF_NM_001143805	-1.531495443	2.376741702	6.474640505	0.010942444	0.553542949
BDNF_NM_001143807	-1.531776152	2.376996224	6.473785977	0.010947707	0.553542949
EXO1_NM_006027	1.898625982	1.725884759	6.47346325	0.010949695	0.553542949
BDNF_NM_001143806	-1.531635887	2.37704236	6.472459063	0.010955884	0.553542949
BDNF_NM_170732	-1.531636016	2.377178341	6.469709011	0.01097285	0.553542949
EXO1_NM_003686	1.898270809	1.725595857	6.4692735	0.010975539	0.553542949
BDNF_NM_170731	-1.530813956	2.378529343	6.453872061	0.01107108	0.557198247
GLRX_NM_001243659	-1.038279984	3.748252397	6.427101625	0.011239184	0.564482749
DSP_NM_001008844	0.958766411	5.287330215	6.417731126	0.011298642	0.564987059
GLRX_NM_001118890	-1.037337188	3.747519313	6.417283354	0.011301492	0.564987059
FAM131B_NM_014690	2.048894458	1.253625261	6.412250794	0.011333566	0.564987059
APCDD1_NM_153000	1.807685567	4.468502295	6.405663547	0.01137569	0.564987059
FAM131B_NM_001031690	2.047983234	1.254596239	6.405386271	0.011377467	0.564987059
GLRX_NM_001243658	-1.035321803	3.772382534	6.397651334	0.011427144	0.564987059
CENPO_NM_001199803	1.066894927	3.958079396	6.396782768	0.011432736	0.564987059
GLRX_NM_002064	-1.035260208	3.775790486	6.395541128	0.011440735	0.564987059
NCAPG_NM_022346	1.632878478	3.733834267	6.392270898	0.01146183	0.564987059
SERTAD4_NM_019605	1.981541965	0.976612967	6.387289501	0.011494041	0.564987059
RAD51_NM_002875	1.585226463	2.490164074	6.382340583	0.011526133	0.564987059
SORBS2_NM_001145675	2.115586951	1.242513545	6.38176511	0.011529871	0.564987059
NBL1_NM_001204084	0.907570494	6.836451421	6.367579928	0.011622399	0.567496241
SNHG5_NR_003038	-1.25052178	7.484815021	6.366716075	0.011628059	0.567496241
NBL1_NM_182744	0.905956572	6.834424421	6.352329543	0.011722726	0.570962952
CCNF_NM_001761	1.560784708	2.711424878	6.343918601	0.011778439	0.571648003
SORBS2_NM_001145674	2.11724365	1.224150607	6.341141264	0.011796895	0.571648003
NBL1_NM_001204086	0.905807551	6.849943074	6.336385864	0.011828566	0.571648003
AFG3L1P_NR_003226	1.385475899	1.818548799	6.331597514	0.011860543	0.571648003
NBL1_NM_001204085	0.905513036	6.849745077	6.330033991	0.011871004	0.571648003
NBL1_NM_005380	0.904885987	6.851508957	6.328874368	0.011878769	0.571648003
LOC100288778_NR_028269	-1.128665559	2.496754653	6.325036069	0.011904507	0.571747655
IGF1_NM_001111283	-3.063098516	-0.435913457	6.32038984	0.011935739	0.572110262
GALNTL2_NM_054110	-1.681271588	3.887187755	6.316373247	0.011962806	0.572272209
MELK_NM_001256689	1.392310579	3.838245984	6.306317694	0.012030846	0.574389677
LOC645638_NR_030732	-1.132553732	2.852326421	6.296769641	0.01209582	0.575386674
MELK_NR_046337	1.388754411	3.874765329	6.296250373	0.012099364	0.575386674
MELK_NM_014791	1.388237205	3.877776424	6.283480094	0.012186855	0.57544979
MELK_NM_001256690	1.399793712	3.766551048	6.283226939	0.012188596	0.57544979
FEN1_NM_004111	1.393315081	3.294953229	6.279638126	0.012213304	0.57544979
IGFBP6_NM_002178	-0.833177671	7.176293101	6.279184679	0.012216429	0.57544979
LGR4_NM_018490	-0.910488847	4.846233362	6.276624154	0.012234094	0.57544979
MELK_NM_001256693	1.394387156	3.796448027	6.275245958	0.012243613	0.57544979
RAB27B_NM_004163	-1.892815039	0.782833676	6.263117178	0.012327711	0.577085276
PAMR1_NM_001001991	1.04482541	6.32762167	6.262741183	0.012330327	0.577085276
RAC2_NM_002872	-1.138767036	3.532496009	6.259906235	0.012350074	0.577085276
SYNPO_NM_001109974	-1.1080358	2.509431153	6.254698567	0.012386432	0.577179717
PAMR1_NM_015430	1.045148646	6.352429205	6.245174585	0.012453211	0.577179717
IGF1_NM_001111284	-3.099975733	-0.567581077	6.240934582	0.012483059	0.577179717
WDR62_NM_001083961	1.80926152	2.261001257	6.229890346	0.012561151	0.577179717
RAD51_NM_133487	1.582092393	2.411916695	6.227154249	0.012580576	0.577179717
WDR62_NM_173636	1.809162833	2.257689313	6.226994459	0.012581711	0.577179717
HLA-DPB1_NM_002121_5	1.427555186	1.647360745	6.22334003	0.012607705	0.577179717
MELK_NM_001256687	1.390584437	3.809868186	6.223285193	0.012608096	0.577179717
ZNF287_NM_020653	-1.615303333	1.985977316	6.222047429	0.012616913	0.577179717
KIF4A_NM_012310	1.518077051	3.307000477	6.218869805	0.012639577	0.577179717
C15orf23_NM_033286	1.286846992	3.244862216	6.217332528	0.012650557	0.577179717
MELK_NM_001256692	1.397289066	3.726268083	6.216114765	0.012659261	0.577179717
MELK_NM_001256691	1.394931301	3.768404798	6.215635442	0.012662689	0.577179717
PDGFRB_NM_002609	1.044828456	7.963347554	6.209672708	0.012705412	0.57798844
C15orf23_NM_001142761	1.285865877	3.246187494	6.206064679	0.012731335	0.57798844
GNB3_NM_002075	2.516526265	0.326510974	6.203165027	0.012752208	0.57798844
IGF1_NM_000618	-3.036891875	-0.495876437	6.197064054	0.01279624	0.578898075
KIF11_NM_004523	1.458819531	3.874700714	6.184406883	0.012888089	0.581963487
MELK_NM_001256685	1.383026651	3.79788749	6.17092305	0.012986683	0.585321444
LAMC2_NM_018891	1.815553327	0.548285846	6.162230697	0.013050652	0.587109239
IGSF3_NM_001542	2.389110011	0.212719542	6.150750864	0.013135632	0.589785487
ESPL1_NM_012291	1.830640576	1.72678932	6.147611629	0.013158969	0.589785487
C18orf1_NM_181482	-2.638913789	-0.384922629	6.142826922	0.013194621	0.589979854
RAD51_NM_001164270	1.582553871	2.348109511	6.138325691	0.013228251	0.589979854
MELK_NM_001256688	1.391053718	3.748804935	6.137213906	0.013236571	0.589979854
RAD51_NM_001164269	1.578818684	2.370412731	6.127181343	0.013311893	0.592100288
IGSF3_NM_001007237	2.388560018	0.190396459	6.12435889	0.013333163	0.592100288
C18orf1_NM_181481	-2.629804988	-0.358100297	6.120866499	0.01335953	0.592182612
TNS3_NM_022748	-1.027637338	6.138496319	6.117532148	0.013384754	0.592214057
CKAP2L_NM_152515	1.824859738	2.394958809	6.112585165	0.013422267	0.592788145
RASGRP3_NM_001139488	1.903058092	0.808145868	6.105899072	0.013473139	0.59394908
SYNPO_NM_001166209	-1.106538134	2.45500804	6.100237266	0.013516373	0.594276087
SYNPO_NM_001166208	-1.106410686	2.45496105	6.098488469	0.013529756	0.594276087
TSPAN18_NM_130783	1.208060381	4.141111977	6.090956267	0.013587553	0.595194426
RASGRP3_NM_170672	1.903451884	0.774595333	6.089346379	0.013599939	0.595194426
CDT1_NM_030928	1.682518454	2.361605628	6.083838075	0.013642406	0.595973322
ABCA7_NM_019112	1.876394843	1.759601963	6.075339818	0.013708193	0.597118575
SECTM1_NM_003004	1.610088762	4.458205846	6.074069237	0.013718057	0.597118575
KLF13_NM_015995	0.803441189	5.212389274	6.052838577	0.013883959	0.603253045
ASAP3_NM_017707	-0.884685938	4.389750811	6.047741588	0.013924095	0.603910761
INCENP_NM_001040694	1.384201096	2.95538785	6.028888539	0.014073592	0.606182785
IL1RL1_NM_016232	2.899276438	0.11386756	6.028420466	0.014077325	0.606182785
MARK1_NM_018650	2.107647856	-0.39176144	6.020839979	0.014137916	0.606182785
SPC25_NM_020675	1.73045278	2.116150913	6.020284487	0.014142367	0.606182785
IL6_NM_000600	-1.798211415	1.405135985	6.009804317	0.014226605	0.606182785
RASGRP3_NM_015376	1.934791793	0.717053227	6.009442186	0.014229525	0.606182785
LEPREL1_NM_018192	-1.43899219	1.240644705	6.00593497	0.014257837	0.606182785
LOXL2_NM_002318	1.092415954	7.809003005	6.004943281	0.014265853	0.606182785
CDCA3_NM_031299	1.487912896	2.859145373	6.001847696	0.014290904	0.606182785
MGLL_NM_001256585	0.869237171	6.100493408	6.001545325	0.014293354	0.606182785
ASAP3_NM_001143778	-0.886560798	4.342724147	5.998505923	0.014317999	0.606182785
ZNF436_NM_001077195	-0.968971362	3.5609927	5.997688623	0.014324633	0.606182785
INCENP_NM_020238	1.378982083	2.939056452	5.994232404	0.014352725	0.606182785
EML6_NM_001039753	-1.990886596	0.81285141	5.993662452	0.014357363	0.606182785
KRT37_NM_003770	2.863537956	1.425375559	5.992515275	0.014366702	0.606182785
MGLL_NM_001003794	0.86999868	6.131958487	5.991133666	0.014377959	0.606182785
SMC2_NM_006444	1.278275186	3.581279706	5.981986898	0.014452711	0.608272825
SMC2_NM_001042551	1.27780028	3.581436927	5.977618998	0.014488549	0.608293591
C15orf23_NM_001142762	1.28556253	3.104595856	5.97579226	0.014503564	0.608293591
CDCA5_NM_080668	1.68054069	3.061458305	5.964433634	0.014597289	0.611163429
MGLL_NM_007283	0.869082742	6.148686272	5.957951565	0.014651054	0.612353213
KLF5_NM_001730	1.248171519	2.147056643	5.944588824	0.014762535	0.615946995
SMC2_NM_001042550	1.27314595	3.583951939	5.940779254	0.014794476	0.615958664
SCRN1_NM_001145515	-0.955193899	5.980249689	5.938477679	0.014813808	0.615958664
AFG3L1P_NR_003227	1.362628288	1.709901867	5.917442864	0.014991701	0.620506343
SCRN1_NM_001145513	-0.956114993	6.011708483	5.917433887	0.014991778	0.620506343
SCRN1_NM_001145514	-0.95604987	6.011486657	5.916440151	0.015000236	0.620506343
SCRN1_NM_014766	-0.955785188	6.025311933	5.902580242	0.015118721	0.624338558
C18orf1_NM_001003675	-2.685508473	-0.605450545	5.894556599	0.015187753	0.625771932
NUSAP1_NM_001243142	1.39434377	4.028910189	5.890080247	0.015226407	0.625771932
